         a/fits             a1             b1             a2             b2             c2             d2             e2
   5.36364e-001   2.91368e+000  -6.15846e-001  -2.42003e+000  -9.67268e-001  -4.59610e-003   2.79491e-002   8.37040e+000
   5.72727e-001   2.91524e+000  -5.89992e-001  -2.25328e+000  -1.02451e+000  -5.53959e-003   2.53620e-002   8.11192e+000
   6.09091e-001   2.91387e+000  -5.70177e-001  -2.09131e+000  -1.07433e+000  -8.65494e-003   3.18144e-002   7.81610e+000
   6.45455e-001   2.92140e+000  -5.36641e-001  -1.94400e+000  -1.09436e+000  -9.48706e-003   3.29880e-002   7.56739e+000
   6.81818e-001   2.91985e+000  -5.17261e-001  -1.79999e+000  -1.10859e+000  -6.95541e-002  -3.93450e-002   8.79994e+000
   7.18182e-001   2.92394e+000  -4.89032e-001  -1.64543e+000  -1.14661e+000  -8.23316e-002  -3.39828e-002   8.50348e+000
   7.54545e-001   2.92806e+000  -4.61566e-001  -1.49296e+000  -1.17867e+000  -1.02906e-001  -1.31853e-002   8.09497e+000
   7.90909e-001   2.92579e+000  -4.44477e-001  -1.36113e+000  -1.16342e+000   2.80090e-001   1.57133e-001   9.86618e+000
   8.27273e-001   2.92786e+000  -4.24277e-001  -1.21733e+000  -1.15610e+000   3.03059e-001   1.23575e-001   9.43482e+000
   8.63636e-001   2.92469e+000  -3.98792e-001  -1.05417e+000  -1.16666e+000   3.10581e-001   5.84328e-002   8.94239e+000
   9.00000e-001   2.92982e+000  -3.71897e-001  -9.43195e-001  -1.09556e+000   2.10573e-001  -1.15219e-001   8.34976e+000
   9.30481e-001   2.93495e+000  -3.59053e-001  -8.29182e-001  -1.10306e+000   9.36375e-002  -1.87669e-001   7.90235e+000
   9.51671e-001   2.93290e+000  -3.62403e-001  -7.52483e-001  -1.06733e+000   1.33116e-001  -2.17449e-001   7.75389e+000
   9.66402e-001   2.92850e+000  -3.62712e-001  -6.62213e-001  -1.14275e+000   1.11882e-001  -2.35356e-001   7.56812e+000
   9.76643e-001   2.93112e+000  -3.49855e-001  -6.16691e-001  -1.13296e+000   1.65604e-001  -2.40041e-001   7.48608e+000
   9.83762e-001   2.93552e+000  -3.43836e-001  -5.66900e-001  -1.15290e+000   1.18946e-001  -2.93023e-001   7.24086e+000
   9.88712e-001   2.93070e+000  -3.52106e-001  -5.41529e-001  -1.14223e+000   1.39194e-001  -3.09044e-001   7.14373e+000
   9.92152e-001   2.93097e+000  -3.46389e-001  -5.01767e-001  -1.17915e+000   4.72337e-002  -3.42988e-001   6.92633e+000
   9.94544e-001   2.93450e+000  -3.42812e-001  -4.97964e-001  -1.14018e+000   1.35367e-001  -3.37627e-001   6.94315e+000
   9.96207e-001   2.92999e+000  -3.48430e-001  -4.57320e-001  -1.19151e+000   2.31468e-002  -3.57758e-001   6.72856e+000
   9.97363e-001   2.93462e+000  -3.40453e-001  -4.46399e-001  -1.17815e+000   5.76132e-002  -3.64160e-001   6.68766e+000
   9.98167e-001   2.92963e+000  -3.48877e-001  -4.34074e-001  -1.19148e+000   3.21519e-002  -3.77345e-001   6.63114e+000
   9.98726e-001   2.93395e+000  -3.40961e-001  -4.25222e-001  -1.19489e+000   3.53715e-002  -3.83426e-001   6.60171e+000
   9.99114e-001   2.93067e+000  -3.46548e-001  -4.03566e-001  -1.22454e+000  -1.33314e-002  -3.79919e-001   6.50855e+000
   9.99384e-001   2.93429e+000  -3.40647e-001  -3.87403e-001  -1.24038e+000  -3.18164e-002  -3.75113e-001   6.44319e+000
   9.99572e-001   2.93157e+000  -3.44535e-001  -3.72859e-001  -1.25431e+000  -3.51767e-002  -3.76522e-001   6.39540e+000
   9.99702e-001   2.93344e+000  -3.42141e-001  -3.65104e-001  -1.25822e+000  -1.05296e-001   7.96270e-002   8.62883e+000
   9.99793e-001   2.93230e+000  -4.39980e-001  -3.59662e-001  -1.27104e+000  -1.01926e-001   8.71597e-002   8.63146e+000
   9.99856e-001   2.93154e+000  -3.45101e-001  -3.62579e-001  -1.24814e+000  -1.06561e-001   6.94745e-002   8.66520e+000
   9.99900e-001   2.93154e+000  -3.45101e-001  -3.62579e-001  -1.24814e+000  -1.06561e-001   6.94745e-002   8.66520e+000
